               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,            0.018029,           0.0051449,                   0,             0.98593,              0.9952,             0.99493,             0.80556,            0.016684,           0.0038544,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.018254,           0.0052005,                   0,             0.99283,             0.99567,             0.99492,             0.86665,            0.012708,           0.0036983,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.017955,           0.0053355,                   0,             0.99599,               0.994,               0.995,             0.85268,            0.015792,            0.003714,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.017704,           0.0053025,                   0,             0.99401,              0.9954,             0.99499,             0.87446,            0.012443,           0.0037619,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.017135,           0.0049108,                   0,              0.9964,             0.99515,               0.995,             0.85766,               0.014,           0.0035415,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.017098,           0.0053464,                   0,             0.99493,             0.99041,               0.995,             0.86473,            0.012535,           0.0035575,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.016593,             0.00512,                   0,             0.99403,             0.99867,               0.995,             0.85303,            0.012545,           0.0035613,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.016238,           0.0046542,                   0,              0.9974,              0.9964,               0.995,             0.83822,            0.012762,           0.0034397,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.015391,           0.0048289,                   0,             0.99271,              0.9988,             0.99495,              0.8801,            0.012449,           0.0035664,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.016234,           0.0049289,                   0,             0.99879,             0.99253,               0.995,             0.87064,            0.011967,           0.0034141,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.015939,           0.0047913,                   0,             0.98923,             0.99105,             0.99488,              0.8392,            0.015254,           0.0036401,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.015658,           0.0045386,                   0,             0.99279,              0.9964,             0.99496,             0.88626,            0.011492,           0.0034554,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.015407,           0.0048052,                   0,                   1,             0.99875,               0.995,             0.85778,            0.013185,            0.003367,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.014947,           0.0046357,                   0,                   1,             0.99605,               0.995,             0.88618,            0.010952,           0.0032523,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.015277,           0.0046336,                   0,             0.99903,              0.9976,               0.995,              0.8815,            0.012293,           0.0032972,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.014932,           0.0046839,                   0,             0.99839,              0.9988,               0.995,             0.88647,            0.011516,             0.00322,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.014578,           0.0045232,                   0,             0.99994,              0.9988,               0.995,             0.87525,            0.011962,           0.0032081,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.014629,           0.0045832,                   0,                   1,             0.99876,               0.995,             0.89046,            0.010596,           0.0031585,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.014301,           0.0045135,                   0,                   1,              0.9987,               0.995,             0.89198,             0.01081,            0.003166,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.013554,           0.0040859,                   0,             0.99978,              0.9976,               0.995,             0.89213,             0.01069,           0.0031275,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.013505,           0.0044583,                   0,             0.99486,                   1,               0.995,             0.89245,            0.010559,           0.0030985,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.013124,           0.0043544,                   0,              0.9905,             0.99971,             0.99495,             0.90004,            0.010425,           0.0031226,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.013817,            0.004599,                   0,                   1,             0.99964,               0.995,             0.88568,            0.010829,           0.0031473,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.012581,           0.0041848,                   0,                   1,             0.99995,               0.995,             0.89892,            0.010694,           0.0030284,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.012958,           0.0043852,                   0,                   1,              0.9988,               0.995,             0.88848,            0.010634,           0.0030453,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.012646,           0.0042654,                   0,             0.99992,              0.9988,               0.995,             0.89334,            0.010226,           0.0030587,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.012997,           0.0042155,                   0,                   1,             0.99981,               0.995,             0.90231,            0.010161,           0.0029654,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.012757,           0.0041309,                   0,                   1,             0.99863,               0.995,             0.90282,           0.0098859,           0.0030003,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.011916,           0.0040452,                   0,                   1,             0.99858,               0.995,               0.902,            0.010085,           0.0029819,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.012679,           0.0042186,                   0,             0.99991,              0.9988,               0.995,             0.88844,             0.01083,           0.0029818,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.012036,           0.0042192,                   0,                   1,             0.99998,               0.995,             0.88349,            0.011204,           0.0029285,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.012439,            0.004132,                   0,              0.9999,                   1,               0.995,             0.90084,           0.0097441,           0.0028614,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.011983,           0.0040363,                   0,              0.9999,              0.9976,               0.995,             0.89891,            0.010501,           0.0030185,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.011911,           0.0038506,                   0,                   1,             0.99877,               0.995,             0.90299,           0.0094956,           0.0028569,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.011649,           0.0039658,                   0,                   1,             0.99998,               0.995,             0.90514,           0.0098839,           0.0028249,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.011996,           0.0040081,                   0,                   1,             0.99987,               0.995,             0.90167,           0.0097874,           0.0028792,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.011281,           0.0040116,                   0,                   1,              0.9999,               0.995,             0.90677,           0.0094782,           0.0028191,                   0,             0.00406,             0.00406,             0.00406
                  62,             0.01132,           0.0038779,                   0,                   1,             0.99994,               0.995,             0.91007,           0.0094959,           0.0028487,                   0,            0.003961,            0.003961,            0.003961
                  63,             0.01149,            0.003951,                   0,             0.99972,                   1,               0.995,             0.91161,           0.0093184,            0.002759,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.011299,           0.0038398,                   0,              0.9999,                   1,               0.995,             0.90893,           0.0093181,           0.0027845,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.010816,           0.0038463,                   0,             0.99959,                   1,               0.995,              0.8993,           0.0095746,           0.0028397,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.010959,           0.0037571,                   0,             0.99832,                   1,             0.99499,              0.9113,           0.0091837,           0.0027681,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.010683,           0.0038725,                   0,              0.9997,                   1,               0.995,             0.90864,           0.0094109,           0.0027675,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.010845,           0.0039373,                   0,             0.99989,                   1,               0.995,             0.91334,           0.0093094,           0.0027485,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.010514,           0.0036707,                   0,             0.99851,                   1,               0.995,             0.91327,           0.0090889,           0.0027004,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.010579,           0.0039177,                   0,             0.99718,                   1,             0.99498,             0.91499,           0.0090811,            0.002778,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.010577,           0.0036568,                   0,             0.99875,                   1,               0.995,             0.91753,           0.0089703,           0.0026944,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.010492,           0.0036433,                   0,             0.99963,                   1,               0.995,             0.91303,           0.0090815,           0.0026883,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.010305,           0.0037059,                   0,             0.99988,                   1,               0.995,             0.91393,           0.0092144,            0.002698,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.010307,           0.0036872,                   0,             0.99552,                   1,             0.99493,             0.91927,            0.008926,           0.0027031,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.010126,           0.0037133,                   0,             0.99753,                   1,             0.99499,             0.91713,           0.0090242,           0.0026534,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.010303,           0.0036172,                   0,             0.99984,                   1,               0.995,             0.91877,           0.0088489,           0.0026031,                   0,            0.002575,            0.002575,            0.002575
                  77,           0.0099474,           0.0036025,                   0,             0.99834,                   1,             0.99499,             0.92076,           0.0087528,           0.0026079,                   0,            0.002476,            0.002476,            0.002476
                  78,           0.0099817,           0.0036079,                   0,             0.99868,                   1,               0.995,             0.91832,             0.00888,           0.0026008,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.010292,           0.0037332,                   0,              0.9979,                   1,             0.99499,             0.92174,           0.0086545,           0.0025977,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.010093,           0.0036647,                   0,              0.9983,                   1,             0.99499,             0.92023,           0.0086671,             0.00264,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.009948,            0.003732,                   0,             0.99786,                   1,             0.99499,             0.92023,            0.008586,           0.0026186,                   0,             0.00208,             0.00208,             0.00208
                  82,           0.0096314,           0.0035811,                   0,             0.99863,                   1,               0.995,             0.91701,           0.0087809,            0.002614,                   0,            0.001981,            0.001981,            0.001981
                  83,           0.0096677,           0.0035307,                   0,             0.99863,                   1,               0.995,             0.92121,           0.0085901,           0.0025862,                   0,            0.001882,            0.001882,            0.001882
                  84,           0.0095125,           0.0036158,                   0,             0.99829,                   1,             0.99499,             0.92241,           0.0085634,           0.0025785,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.009438,           0.0037308,                   0,             0.99835,                   1,               0.995,             0.92246,           0.0085607,           0.0026193,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.009597,           0.0035742,                   0,             0.99866,                   1,               0.995,               0.923,            0.008437,           0.0025816,                   0,            0.001585,            0.001585,            0.001585
                  87,           0.0096255,           0.0035572,                   0,             0.99894,                   1,               0.995,             0.92426,           0.0083356,           0.0025483,                   0,            0.001486,            0.001486,            0.001486
                  88,           0.0092736,           0.0034993,                   0,             0.99982,                   1,               0.995,               0.921,           0.0084691,           0.0025632,                   0,            0.001387,            0.001387,            0.001387
                  89,           0.0096073,            0.003594,                   0,             0.99977,                   1,               0.995,             0.92346,           0.0083945,            0.002537,                   0,            0.001288,            0.001288,            0.001288
                  90,           0.0092774,           0.0034204,                   0,             0.99984,                   1,               0.995,             0.92135,            0.008468,           0.0025506,                   0,            0.001189,            0.001189,            0.001189
                  91,           0.0093065,           0.0034674,                   0,             0.99903,                   1,               0.995,             0.92161,           0.0084351,           0.0025781,                   0,             0.00109,             0.00109,             0.00109
                  92,           0.0093504,           0.0036401,                   0,             0.99964,                   1,               0.995,             0.92507,           0.0083973,           0.0025651,                   0,            0.000991,            0.000991,            0.000991
                  93,           0.0092392,           0.0035412,                   0,             0.99829,                   1,             0.99499,             0.92514,           0.0083357,           0.0025572,                   0,            0.000892,            0.000892,            0.000892
                  94,           0.0092539,           0.0034277,                   0,              0.9983,                   1,             0.99499,              0.9228,           0.0083784,            0.002574,                   0,            0.000793,            0.000793,            0.000793
                  95,           0.0092709,           0.0034078,                   0,             0.99875,                   1,               0.995,             0.92499,           0.0084112,           0.0025371,                   0,            0.000694,            0.000694,            0.000694
                  96,           0.0092442,           0.0034187,                   0,             0.99878,                   1,               0.995,             0.92493,           0.0083291,           0.0025307,                   0,            0.000595,            0.000595,            0.000595
                  97,           0.0092078,           0.0033968,                   0,             0.99948,                   1,               0.995,             0.92548,           0.0082525,           0.0025071,                   0,            0.000496,            0.000496,            0.000496
                  98,           0.0089455,           0.0033969,                   0,             0.99962,                   1,               0.995,             0.92432,           0.0082602,           0.0025174,                   0,            0.000397,            0.000397,            0.000397
                  99,           0.0090817,           0.0033706,                   0,             0.99949,                   1,               0.995,             0.92651,           0.0082269,           0.0025024,                   0,            0.000298,            0.000298,            0.000298
